"gene","rho","p_value","n_groups","cnv_sd","expr_sd","padj"
"NOP58",0.504963187851616,0.000134696299813922,52,0.547860228126293,0.432702391889137,0.00268807478114225
"TAGLN2",0.504898725500847,0.000135005996289631,52,0.751067616198811,0.628738570537723,0.00268807478114225
"CAPN1",0.504595704069632,0.000136470532287863,52,0.606649926011712,0.406781781106401,0.00270717100345851
"ENSA",0.504377110816945,0.000137536007821599,52,0.671550736844851,0.35532049952429,0.00270889466515964
"ZC3H15",0.504370375049051,0.000137568959843805,52,0.588988959121321,0.362741542517315,0.00270889466515964
"TERF2IP",0.503421337040727,0.000142284457405893,52,0.529663087656049,0.277227277525622,0.00278129764184658
"CITED4",0.503228864856361,0.000143258606087205,52,0.70976808822661,0.596472526588292,0.00279015670619298
"RPL15",0.502660428777518,0.000146171244939641,52,0.469266620789964,0.707484006742871,0.00283102791304938
"SELENBP1",0.502613471537479,0.000146414251664429,52,0.871883590552726,0.597185009301387,0.00283102791304938
"EEF1B2",0.502096475753171,0.000149114220162831,52,0.479991829995829,0.730299022733443,0.00287286245752562
"AL135905.2",0.501840581650994,0.000150467345410655,52,0.666760928479321,0.294796437396784,0.00288854158429917
"VPS28",0.501568428806386,0.000151918730046489,52,0.886253319999228,0.4533987968452,0.00290598827903212
"ECI1",0.501295004055603,0.000153389749476518,52,0.546481961217982,0.320621774453387,0.00292368504696167
"RPS8",0.501065796304036,0.000154632881915309,52,0.733542408150376,0.551363810146775,0.00293122973671081
"GNPAT",0.501020408061383,0.000154880137320605,52,0.82476743831225,0.165185413878952,0.00293122973671081
"GNL2",0.50077025145462,0.000156249365147339,52,0.605094011867236,0.16240287986367,0.00294673098496178
"VPS72",0.500500145166493,0.000157740177547286,52,0.794969098311365,0.318279117992353,0.00296041963575803
"TRAPPC3",0.500438783058537,0.000158080660161836,52,0.565472079505124,0.309577905870705,0.00296041963575803
"RNF187",0.499794679062003,0.000161695294474664,52,0.79851861335054,0.232620709226003,0.00301756096587561
"NDUFS5",0.499563874396605,0.000163008777208684,52,0.638153444717276,0.652186004818291,0.00303151045392261
"RPL13",0.499302853355227,0.000164505936645015,52,0.561120942324857,0.535732021789689,0.00304876746252837
"DDX49",0.498830869385116,0.000167245006169187,52,0.582551728035463,0.203327025716651,0.00308884225186953
"PSMA7",0.498559821259763,0.000168836715074951,52,0.889014571305761,0.612165670354294,0.00310752386921456
"ARRDC2",0.497890810450659,0.00017282471613909,52,0.564136842507123,0.0574502429903481,0.00316319820073547
"HMGN3",0.497854637879458,0.000173042769383027,52,0.666760928479321,0.578146901154611,0.00316319820073547
"GPI",0.497712996405752,0.000173899019379246,52,0.574403750140058,0.451494723619859,0.00316803791767089
"TMCO1",0.497452644061784,0.000175482979600234,52,0.56912782893757,0.357641103159993,0.00317834990205251
"MRPS26",0.497376380290853,0.000175949445255103,52,0.536383622651333,0.470853170679144,0.00317834990205251
"BANF1",0.497328102754131,0.000176245317570873,52,0.617431550422404,0.631972090179221,0.00317834990205251
"RPS11",0.496736659205785,0.000179907011259278,52,0.58125572703515,0.585318670522193,0.00323090050674901
"HIBCH",0.496663328978418,0.000180365804988416,52,0.574403750140058,0.176902994993327,0.00323090050674901
"TPD52",0.496006372538274,0.00018452389519748,52,0.833634937879341,0.267005744744143,0.00329436660892568
"HDGF",0.495874874125787,0.000185366608441811,52,0.80040525180633,0.320646262692269,0.00329841712562904
"FXYD5",0.494990144496075,0.000191128205507658,52,0.588988959121321,0.561014997071612,0.00338967771092389
"PEA15",0.494388866253242,0.000195136487660044,52,0.741721531009175,0.428877733536625,0.00344934332642638
"TSEN34",0.494073146346981,0.000197271674964185,52,0.69554713860465,0.297344360946318,0.00347561543127689
"MAPK13",0.493923629577023,0.000198290249234066,52,0.495454451107437,0.120577974438401,0.00347783678216949
"NME4",0.493864201836273,0.000198696425568309,52,0.765981069277632,0.341614144855669,0.00347783678216949
"NIT1",0.493543976179017,0.000200898171713348,52,0.63430107852676,0.240092940252448,0.00350492054624329
"ATP6V0C",0.493409626977256,0.000201828501294585,52,0.536383622651333,0.503584501925386,0.0035097190030318
"NECAP2",0.493240642078605,0.000203004242506814,52,0.397484549155683,0.109206827165033,0.00351874020345144
"F11R",0.492826233560332,0.000205914004868697,52,0.684894108361413,0.170695276394006,0.00355766261315078
"PABPC4",0.492677234898187,0.000206969441546251,52,0.657650188731871,0.302615200151765,0.00356439977145248
"MYL9",0.492384425932845,0.000209057923943479,52,0.577023621203541,0.678054461486993,0.00358882769436306
"PRMT1",0.489915346904027,0.000227446665659196,52,0.561120942324857,0.379290017618721,0.003892026649427
"NCSTN",0.489773064896298,0.000228549860822689,52,0.736876126183612,0.105630750702764,0.00389844921836408
"RUFY1",0.488904397010151,0.000235391384176223,52,0.460752221211611,0.243336626133913,0.00400240080523128
"PEPD",0.488796974603771,0.000236250245519506,52,0.539188262020282,0.137106283487642,0.00400429213608377
"ROMO1",0.48861834073211,0.000237684767117159,52,0.525015262293417,0.552138035981541,0.00401589783179653
"OAZ1",0.488291454219212,0.00024033036007328,52,0.357530494222021,0.521093257297887,0.00404782832878142
"PTP4A2",0.487208963161356,0.000249283581700098,52,0.408709848882006,0.231678738472732,0.0041854635222123
"RPL13A",0.486420542305979,0.000255994250971528,52,0.58125572703515,0.712982006753024,0.00428470377563595
"KDM5B",0.486300498229281,0.000257030289959842,52,0.728642614957309,0.288966054771244,0.0042886424704826
"C19orf48",0.485942415993353,0.000260143392112623,52,0.621388509904494,0.396559650772523,0.00432315079363796
"RPLP0",0.485806952551638,0.000261329991885447,52,0.697712271121127,0.654186361426727,0.00432315079363796
"ALDH9A1",0.485785318554914,0.000261519950922087,52,0.56912782893757,0.235379434563182,0.00432315079363796
"RAB25",0.48540646921223,0.000264866870163196,52,0.846205263760685,0.336369525337322,0.00436500602028947
"ENY2",0.485170031837353,0.000266975335985172,52,0.850871259623034,0.421081803263726,0.00438625736054166
"JMJD8",0.484861813194959,0.000269746817206495,52,0.765981069277632,0.161931954018838,0.00441823838825072
"ATF3",0.484619377104001,0.000271945123168696,52,0.65793680900642,0.933182948415061,0.00444066487710834
"HIST3H2A",0.483947883354278,0.000278119170608505,52,0.79851861335054,0.139722598208063,0.00452767865586369
"TMEM9",0.483529405519358,0.000282030977449708,52,0.607581561972936,0.411780458987998,0.00457744822794133
"TNNT1",0.483107752629601,0.000286022937639371,52,0.728642614957309,0.446333176806396,0.0046282140604123
"NFIA",0.482927250874786,0.000287747450581447,52,0.664494954453923,0.286174642784507,0.00464209441359708
"IER2",0.482298715676825,0.000293826405836724,52,0.602596193105882,0.781997283236091,0.00472592861760209
"CORO1B",0.48180444685309,0.000298688422706373,52,0.641688947919748,0.293880252370071,0.00478974608387825
"DUSP6",0.48054537604286,0.000311405359671009,52,0.485071250072666,0.486656923372658,0.00497876748178485
"TMSB10",0.479250362084341,0.000324996046723295,52,0.501506027507091,0.627293125203071,0.00518059174479157
"HIKESHI",0.47913327594887,0.000326250962143961,52,0.518147297028362,0.317272465836491,0.00518516365947494
"RPS10-NUDT3",0.47847126443076,0.000333429376462615,52,0.437237316097603,0.265615048247171,0.00528357319625375
"NDUFB10",0.47780712325509,0.000340774527706666,52,0.615290339686569,0.465714742955063,0.00538403649084632
"RPS27L",0.477520106424685,0.000343993986564484,52,0.510818111746328,0.465550991820872,0.00541891703540993
"DNAJB4",0.477228347018358,0.000347294883788782,52,0.664494954453923,0.206109337285097,0.00544630298373942
"HDAC2",0.477186896069794,0.000347766172598746,52,0.636970582820417,0.350459669605708,0.00544630298373942
"DAZAP2",0.476990867039694,0.000350002847146866,52,0.56912782893757,0.408399767843881,0.00546535058110383
"AIP",0.47687883280483,0.000351286996794409,52,0.723449087498292,0.243701117099399,0.00546945684543853
"GNG11",0.476693532778404,0.000353420304469764,52,0.454157931613731,0.480741177382771,0.00548672217605814
"DUSP23",0.47647617093213,0.000355937694000506,52,0.751067616198811,0.399414395257783,0.00550983320539511
"NDUFB3",0.47614973217015,0.000359748907415748,52,0.588988959121321,0.48983866804929,0.00555278140668227
"PMF1",0.475943237190092,0.000362178821234007,52,0.846205263760685,0.273572806230327,0.00557422346703834
"POLR1C",0.475561546224562,0.000366709534098104,52,0.666760928479321,0.187433802800531,0.00562778299320758
"MRPL37",0.474891616927679,0.000374786018196307,52,0.664494954453923,0.326969146495936,0.00573529689559834
"RRP15",0.474614440280767,0.000378174459187799,52,0.67491131197713,0.334530626887757,0.00577066211797679
"CUTA",0.474118825015384,0.00038430253168221,52,0.491250750789075,0.535467114355308,0.00584751238548272
"C12orf57",0.473560778244424,0.00039131009756671,52,0.441101049360128,0.432528451893889,0.00593727162200368
"SGK1",0.473304189777042,0.000394570829340986,52,0.584812818927992,0.289573935948217,0.00595301792098682
"SRGN",0.472738646538356,0.000401844817056957,52,0.412383719156125,0.440297421480238,0.0060457326970704
"SMIM22",0.47259240046412,0.00040374547996775,52,0.498867495714586,0.513541090819647,0.00605731313923605
"NT5DC1",0.472407210814242,0.000406163944920648,52,0.636970582820417,0.302647488434045,0.00607657566758378
"CPNE3",0.472131008629244,0.000409795353137885,52,0.849762632103848,0.307045238966997,0.00611382705127161
"TSHZ2",0.471526778925113,0.000417842240124259,52,0.725271052467635,0.500648403744786,0.00621656399473758
"LEPROT",0.470667339274233,0.000429534394371049,52,0.65564033844301,0.18685780722517,0.0063728150034663
"PPP1R18",0.470144802815041,0.000436787113377946,52,0.42720460055934,0.146159566324974,0.00645683511323188
"ATG101",0.470086119964201,0.000437608503753393,52,0.576042565881542,0.347402585963377,0.00645683511323188
"PSMB8-AS1",0.46983173820591,0.00044118529777934,52,0.307645169843285,0.0719001884320494,0.00649172652446743
"MAL2",0.469452303502437,0.000446569591584492,52,0.851535743331979,0.311177231185726,0.00655294995212751
"HIST1H1E",0.469327549261539,0.00044835283420949,52,0.577023621203541,0.347661954079292,0.00656114147548095
"SLC2A4RG",0.469179673278127,0.000450474921411847,52,0.908108271895022,0.319733548816814,0.0065742334579887
"PHF3",0.468994552631446,0.000453144290601591,52,0.666760928479321,0.193079672057576,0.00659048695320483
"IFITM2",0.468931993047217,0.000454049605252536,52,0.847985813364926,0.677869649340047,0.00659048695320483
"HLA-DRB5",0.468688885314404,0.000457583227037205,52,0.340791377821662,0.224910450142096,0.00662382638921965
"NUCB1",0.46859772315101,0.000458914687156719,52,0.631023014832953,0.227097942015249,0.00662519424369646
"NDUFC2",0.468013119122896,0.000467536672926107,52,0.577023621203541,0.718246505735,0.00673152263492534
"UHMK1",0.467880742784724,0.000469509239741347,52,0.622600976442593,0.132215617558658,0.00674180023607145
"ARL6IP4",0.467331530858896,0.000477773787875432,52,0.638153444717276,0.520937434607344,0.00684212943278293
"PNKP",0.46702262573716,0.000482479772386328,52,0.56912782893757,0.220240071806957,0.00689109776240312
"ANKRD10",0.466660590272202,0.000488048472776226,52,0.615290339686569,0.366431375318079,0.00695209473454645
"PNOC",0.466525928083084,0.000490134577303307,52,0.495454451107437,0.233913291528957,0.00695406775747542
"PRDX1",0.466370183493151,0.000492557326197492,52,0.715060988444042,0.687332147524735,0.00695406775747542
"HNRNPA1",0.466303656584039,0.00049359550799455,52,0.640512615220349,0.601443901225883,0.00695406775747542
"HNRNPUL2",0.466287680886102,0.000493845110118601,52,0.469266620789964,0.223754174146552,0.00695406775747542
"NEAT1",0.466193172480665,0.000495324031529887,52,0.606649926011712,0.616294283691248,0.00695406775747542
"RPL14",0.466151513826501,0.000495977200029054,52,0.340791377821662,0.777789089234718,0.00695406775747542
"MRPS18A",0.465681115898592,0.000503406805974254,52,0.682412100207641,0.209326200250726,0.00703980901513866
"DDA1",0.465464730820065,0.000506858107661429,52,0.555718930226211,0.34219815323418,0.00706961464748598
"MYC",0.465203454555667,0.00051105390107525,52,0.817189016315151,0.344155448601289,0.00710093626794391
"CTSB",0.465116901443024,0.000512450747724356,52,0.539188262020282,0.517152491846691,0.00710093626794391
"TSPAN4",0.464966588926169,0.000514884781558805,52,0.639039154296497,0.332147491833533,0.00710093626794391
"UBE2Q1",0.46495758031054,0.000515030990674262,52,0.889014571305761,0.0941249998326088,0.00710093626794391
"EXOSC4",0.464844545162442,0.000516868732879177,52,0.860565600252449,0.372633071928174,0.00710093626794391
"CDK2AP2",0.464786265852646,0.000517818559281002,52,0.721099796868464,0.285544788377334,0.00710093626794391
"LRRC41",0.464751601722196,0.00051838425705117,52,0.703364034699814,0.141603559276903,0.00710093626794391
"DUSP12",0.464607545288306,0.000520741157443671,52,0.617431550422404,0.161593567944874,0.00711502458997016
"RARRES1",0.464297483534368,0.000525846934693014,52,0.509339619175793,0.696023017744319,0.00716650428044728
"PTOV1",0.464100065431954,0.000529121329255116,52,0.56912782893757,0.310659836263136,0.00719282700378274
"CHORDC1",0.463928396138692,0.000531983609210155,52,0.454157931613731,0.370655080609203,0.00721342838210024
"RPL8",0.463652320309404,0.000536616020667298,52,0.886253319999228,0.573384676403821,0.00725786718862133
"HEBP2",0.463238015207529,0.000543636225559949,52,0.584812818927992,0.561504842188955,0.00733429628236546
"KDM2A",0.462619631662564,0.000554268778445106,52,0.617431550422404,0.297807229664933,0.00744025959236088
"HM13",0.462505762670439,0.000556246998337983,52,0.556058093474279,0.431728314739726,0.00744814730774559
"PPIL3",0.462401015918217,0.00055807236582866,52,0.588988959121321,0.220368306580875,0.00745395409321272
"IGSF8",0.462194000435566,0.000561695830611446,52,0.751067616198811,0.202137745096835,0.00747237236671913
"RBCK1",0.462162923532756,0.000562241610117216,52,0.546481961217982,0.344515749118197,0.00747237236671913
"HLA-DMB",0.460755117559796,0.000587473578219526,52,0.307645169843285,0.0595675087284783,0.00778623935656758
"DAXX",0.460684524568566,0.000588765298620215,52,0.504504595497234,0.191903916319475,0.00778623935656758
"SNRNP70",0.460273842617531,0.000596330967291202,52,0.617431550422404,0.335408709765744,0.00786686862268886
"CEBPB",0.460100568016194,0.000599549293966003,52,0.725271052467635,0.568054782390555,0.00788989193730199
"ASAH1",0.459609092759062,0.000608763171576664,52,0.498867495714586,0.385232406023227,0.00798318368455947
"FKBP2",0.459563756146217,0.000609619515867218,52,0.614063438486343,0.509069019192382,0.00798318368455947
"NDUFA13",0.459255987840056,0.000615461604943706,52,0.56912782893757,0.588178485904615,0.00801100308045093
"COL1A2",0.459229145445887,0.000615973516224856,52,0.470870955797419,0.594365418138474,0.00801100308045093
"AIDA",0.459215651399889,0.000616231006188533,52,0.701216353244357,0.157251018163557,0.00801100308045093
"PFDN5",0.458624629348829,0.000627604426156882,52,0.607581561972936,0.615893199914751,0.00813910243703695
"RNPS1",0.458434886729483,0.000631295701033744,52,0.528237343245815,0.400956561115069,0.00816719752351868
"SNX3",0.458332800547007,0.00063328978643979,52,0.640512615220349,0.484870568985886,0.00817325324378678
"COPE",0.458063626136517,0.000638574923707385,52,0.595039829078731,0.385617913799741,0.00820708359104315
"PARP1",0.45804329636621,0.000638975701543128,52,0.775764110249457,0.382007277872538,0.00820708359104315
"NME3",0.456968427153485,0.000660491238273049,52,0.714005547295417,0.418274537745548,0.00846201972157376
"WDR1",0.456895028630531,0.000661983992408403,52,0.357530494222021,0.383124624167261,0.00846201972157376
"TRMT112",0.456202553222804,0.000676217706907466,52,0.605094011867236,0.536295660499744,0.0086233858052295
"CD52",0.455762697932138,0.00068540147711387,52,0.444082934925455,0.330293514646637,0.00868317020686284
"RCAN3",0.455539888051998,0.000690096285700421,52,0.444082934925455,0.067841247269573,0.00868317020686284
"RPL7L1",0.455490372446487,0.000691143551275791,52,0.642863128129383,0.305448230133675,0.00868317020686284
"NXT1",0.455482757829218,0.000691304729004811,52,0.556058093474279,0.154894833777214,0.00868317020686284
"HLA-DRB1",0.455436777430853,0.000692278710593554,52,0.307645169843285,0.361241435413668,0.00868317020686284
"DMAC1",0.45537460110843,0.000693597728991339,52,0.518147297028362,0.348322681734086,0.00868317020686284
"HLA-DPA1",0.455370778233518,0.000693678901897498,52,0.297678296192606,0.350520699746097,0.00868317020686284
"SVBP",0.455361523922282,0.000693875438487173,52,0.714797274258992,0.169000341495706,0.00868317020686284
"CST3",0.455116767913695,0.000699091636648857,52,0.556058093474279,0.769882443377086,0.00872251007970636
"RAD21",0.455061414690689,0.000700276201320712,52,0.851757122704842,0.517494210257955,0.00872251007970636
"FOS",0.454841263075105,0.000705005384029827,52,0.478812003967411,1.12029880506203,0.00876104138483469
"HADHA",0.45393408951842,0.000724797788986,52,0.419634977484967,0.222717471571806,0.00897089498565802
"EGLN2",0.453913974884946,0.000725242257055624,52,0.525015262293417,0.472909153733187,0.00897089498565802
"AKIRIN2",0.453827994424732,0.000727144913920793,52,0.653335795852163,0.196817321425135,0.00897370543539117
"TPD52L2",0.453724767014318,0.000729435164055029,52,0.908108271895022,0.252277254920784,0.00898127526133042
"RACK1",0.453643813869707,0.000731235768866992,52,0.533564241115052,0.866767621877845,0.00898147558472688
"LTB",0.453573398789725,0.000732805233481264,52,0.340791377821662,0.153141048154527,0.00898147558472688
"PDCD5",0.452799162847929,0.000750263084823775,52,0.539188262020282,0.417886744373121,0.00917444995962589
"PRCC",0.452687046977679,0.000752821921319111,52,0.769909203085322,0.178002882326435,0.00918477041135571
"USP10",0.452233270713306,0.000763258949314316,52,0.529663087656049,0.203582306247514,0.00929094302847154
"SELENOF",0.452045707236209,0.000767610884715588,52,0.572101521436154,0.512007441833571,0.00929922414713005
"CYC1",0.45200154588751,0.000768638779097118,52,0.860565600252449,0.437542623779556,0.00929922414713005
"UBA52",0.451976280037376,0.000769227420957906,52,0.573418212525121,0.731415429503269,0.00929922414713005
"MRPS34",0.451905262620418,0.000770884152600026,52,0.714005547295417,0.276578599703657,0.00929922414713005
"TCEA1",0.451373563878084,0.000783390264298592,52,0.498489422529764,0.475239507265571,0.00942885001254665
"GPATCH4",0.45098553923151,0.000792631908449555,52,0.866678268863052,0.378811108713064,0.00951869170774847
"ACBD6",0.450073448003899,0.00081474271182606,52,0.54232614454664,0.248781104450754,0.00974054009942049
"PRDX5",0.449855525910456,0.000820106972286002,52,0.605094011867236,0.628438394182284,0.0097617286861507
"RPF2",0.449853370900586,0.000820160177141116,52,0.639039154296497,0.189383310085869,0.0097617286861507
"FDPS",0.449572281865283,0.000827126626343943,52,0.848208119257686,0.441826621886317,0.00982281643170323
"BCL10",0.448905319409505,0.000843869855763456,52,0.617431550422404,0.214087714200923,0.00999948439705547
"DCAF13",0.44875993540604,0.000847559732389093,52,0.828189251256883,0.284926637526515,0.0100210373657306
"HLA-DQB1",0.448601893056743,0.000851587328196823,52,0.307645169843285,0.179963838400345,0.0100464795811061
"RPS6KA1",0.44837771430152,0.000857329874319147,52,0.444082934925455,0.0867521465619167,0.0100919973776997
"TMED9",0.448152235463692,0.000863140810213291,52,0.441101049360128,0.36506774598271,0.0101381188146982
"HLA-DQA1",0.447598056532053,0.000877573561200925,52,0.307645169843285,0.115579154490667,0.0102850853255846
"ZNF217",0.447406985336401,0.000882599769498265,52,0.725271052467635,0.294225739785519,0.0103214069114251
"SEM1",0.447183558559351,0.000888509902847446,52,0.486235888603994,0.525142223458815,0.0103678846179759
"RPS6",0.446208166517709,0.000914729832448007,52,0.547860228126293,0.655668641014418,0.0106506369186772
"PLAUR",0.446129633732434,0.000916870835968028,52,0.599144689515278,0.344850226120514,0.0106524082374073
"AKR1A1",0.446041391353333,0.00091928191705623,52,0.723188432080897,0.301826077485709,0.0106541603376446
"UBE2V2",0.445978636930298,0.000921000044124245,52,0.519237752033936,0.219973987343852,0.0106541603376446
"LYRM2",0.445391715852636,0.000937209282985436,52,0.63430107852676,0.188779830212674,0.0108183037061853
"KMT5B",0.445143134434555,0.000944151341866617,52,0.636674523969741,0.264180865563557,0.0108613118209015
"MED16",0.445113182526546,0.000944990908988065,52,0.365870519176407,0.107390739529284,0.0108613118209015
"SF3B5",0.444920053122666,0.000950420539217027,52,0.483514034978423,0.401301797285046,0.0109003263555597
"ATP6V0B",0.444816682987714,0.000953338175347854,52,0.714797274258992,0.487760820534651,0.0109104257845366
"GAS5",0.44457171711385,0.000960284503971196,52,0.540933777308166,0.766954295950926,0.010948240237427
"NACA",0.444512394726381,0.000961973487210156,52,0.578655017224664,0.686275334080139,0.010948240237427
"CLEC11A",0.44448428723823,0.000962774673604949,52,0.610058969036074,0.332998661054427,0.010948240237427
"EPRS",0.444352569704028,0.000966537186384623,52,0.67491131197713,0.417460301522278,0.010967739767534
"KLK7",0.44337812096389,0.000994784875719397,52,0.627126848783047,0.325212659797292,0.0112622108275863
"HNRNPU",0.443313194824615,0.000996693041873768,52,0.822707519196087,0.576832729033983,0.0112622108275863
"NDUFS1",0.443029857675329,0.00100505876383204,52,0.479991829995829,0.124667807968723,0.0113328310296514
"AZIN1",0.442724896984581,0.00101413328798416,52,0.804399666539844,0.178705016283562,0.0114111300219394
"SOX4",0.442194309084411,0.00103009701016169,52,0.510818111746328,0.552255693619062,0.0115664561560294
"HP1BP3",0.441597019847227,0.00104833697144449,52,0.378534125891649,0.27289114611231,0.0117221144447947
"STIP1",0.441447470722493,0.00105294899292119,52,0.536383622651333,0.488783801887734,0.0117404597021814
"EEF1D",0.441401780791731,0.00105436167228328,52,0.860565600252449,0.562762056641275,0.0117404597021814
"EFHD2",0.441296637382923,0.00105761904218949,52,0.364321307478654,0.228474287146674,0.0117522979044957
"ATF5",0.440736630070979,0.00107512073025872,52,0.607581561972936,0.163108513944715,0.0119220427148358
"IRF3",0.440539525108789,0.00108134228094851,52,0.53813823519705,0.182247093482869,0.0119662587949591
"EIF4B",0.440433321402068,0.00108470792900494,52,0.576042565881542,0.325107964056795,0.0119787539541247
"PPP1CA",0.440283179341006,0.00108948202866035,52,0.607581561972936,0.404997737199098,0.0120067196409564
"UCHL5",0.439957584887597,0.00109989979928598,52,0.577350269189626,0.233003630409902,0.0120966392709974
"PRELID1",0.439699456730686,0.00110822226858274,52,0.312509426705482,0.350694032797134,0.0121631935871499
"ID1",0.439101216587701,0.00112772787799265,52,0.556058093474279,0.555278582643988,0.0123519642423898
"MYL6",0.438722521930474,0.00114023366693072,52,0.661366563656932,0.611548844685014,0.0124634520817978
"FCGRT",0.4384041324447,0.00115084397088506,52,0.571771874896866,0.367576012533607,0.0125538091813857
"IFT52",0.438269963952195,0.00115534155350398,52,0.65793680900642,0.136155553148072,0.0125601573789147
"NUDT4",0.4382469068628,0.00115611605448188,52,0.485071250072666,0.240827253890591,0.0125601573789147
"RAB4A",0.438120308345084,0.00116037686589836,52,0.79851861335054,0.216346753790859,0.0125809281250032
"LAPTM4B",0.437995244542806,0.00116459983149849,52,0.851757122704842,0.572688625550223,0.0125861079545304
"DDX27",0.437956354605071,0.00116591581136741,52,0.727606875108999,0.213831273466787,0.0125861079545304
"SF3B3",0.437864381228039,0.00116903336056,52,0.541978388086036,0.281785531526334,0.0125861079545304
"ABRACL",0.437828422632087,0.00117025424969308,52,0.561120942324857,0.269073043220833,0.0125861079545304
"MOB3A",0.437492880206419,0.00118170196994387,52,0.357530494222021,0.134491249141976,0.0126837590200789
"TSTA3",0.437323999885453,0.00118750152612213,52,0.860565600252449,0.266766804167142,0.0127205163478203
"ISYNA1",0.437232714679645,0.00119064697287229,52,0.584812818927992,0.356900546416742,0.0127287528676727
"PPP2R1A",0.437110156585695,0.00119488173350274,52,0.67491131197713,0.429309212560896,0.0127485788140253
"LDHA",0.436854498239096,0.00120375896006914,52,0.297678296192606,0.599952469405304,0.0128177594237183
"IGFBP7",0.436766626365801,0.0012068237451089,52,0.277350098112615,1.02623436922221,0.0128248967833399
"THOC6",0.436522537375976,0.00121537374504326,52,0.519600728486538,0.120223423534289,0.0128901817395083
"NENF",0.436014029464339,0.00123336026445247,52,0.65793680900642,0.547484922800127,0.013041990190577
"UAP1",0.435872993397085,0.00123839090230027,52,0.627126848783047,0.150638636337419,0.013056735576221
"FAM210B",0.43578054406375,0.00124169845013247,52,0.777463486021389,0.214386739092588,0.0130646514459963
"UBE2I",0.43571578012815,0.00124402020863669,52,0.753823836896862,0.477616942506409,0.0130646514459963
"CNST",0.435510173892233,0.0012514168734275,52,0.822707519196087,0.153556232062047,0.0131166120823438
"RPL36",0.433314321415866,0.00133290278263885,52,0.447887617880174,0.466895376901344,0.0139288323192371
"RRAS",0.433282713107899,0.00133410959293663,52,0.550263888428083,0.206511112779926,0.0139288323192371
"MGST3",0.433171236611286,0.00133837358782197,52,0.56912782893757,0.59821041905294,0.0139299144584409
"KLK6",0.433095662172496,0.00134127125067792,52,0.621388509904494,0.44586931739459,0.0139299144584409
"UPF1",0.433076270749876,0.00134201565731058,52,0.595039829078731,0.0728126972396651,0.0139299144584409
"ARHGDIB",0.432665373231155,0.00135787648063468,52,0.498489422529764,0.551429458282969,0.0140493478395539
"NPEPL1",0.432642401033581,0.00135876814430339,52,0.817189016315151,0.182121099968261,0.0140493478395539
"TRIM38",0.432485905690207,0.00136485644021345,52,0.536383622651333,0.0900398516944035,0.0140851080805072
"DYNLRB1",0.43241449858034,0.00136764255751286,52,0.550263888428083,0.369016205288521,0.0140867183423825
"PMVK",0.432211156581073,0.00137560430398756,52,0.889014571305761,0.195500969483461,0.0141323924988613
"MTX1",0.432105638698455,0.00137975210765191,52,0.848208119257686,0.21930225199835,0.0141323924988613
"PNRC1",0.432007716811658,0.00138361131853483,52,0.631023014832953,0.55035607429006,0.0141323924988613
"AMD1",0.431992468740137,0.00138421312953244,52,0.639039154296497,0.188518115684112,0.0141323924988613
"AIF1",0.431965705447784,0.00138526998915276,52,0.340791377821662,0.35654056885534,0.0141323924988613
"HNRNPAB",0.431750507732318,0.00139379421584851,52,0.460752221211611,0.322104631473521,0.014166312564602
"MAP2K2",0.431748228477249,0.00139388475010181,52,0.364321307478654,0.282450486468291,0.014166312564602
"BNIP3L",0.431637251902328,0.00139829921247205,52,0.498867495714586,0.19946270968355,0.0141842624659097
"N4BP2L2",0.431429212013954,0.0014066083732823,52,0.369970036697972,0.377857083229308,0.014241577405104
"SEC63",0.430981528097787,0.00142463879693608,52,0.641395067003066,0.192675125573586,0.0143391055064746
"SBNO2",0.430950051136116,0.00142591426510911,52,0.365870519176407,0.0940033326406439,0.0143391055064746
"CANX",0.430928460012348,0.00142678974223646,52,0.460752221211611,0.479830141716865,0.0143391055064746
"SLC3A2",0.430924513439722,0.00142694981981908,52,0.469266620789964,0.387708059947511,0.0143391055064746
"SMIM7",0.430723394940309,0.00143512869839806,52,0.58125572703515,0.226559023123705,0.014394287094794
"XRCC5",0.429984785721804,0.00146552628130335,52,0.525015262293417,0.45363418845135,0.0146716986217958
"RAC2",0.429803048452214,0.00147309331922647,52,0.437237316097603,0.343074217374531,0.0147199399585391
"NAP1L1",0.429571379998555,0.00148278994347882,52,0.485071250072666,0.386818877902512,0.0147892419688502
"RPL18",0.429286150600835,0.00149480667075149,52,0.631023014832953,0.647942331156381,0.0148813838820538
"RPP25L",0.428839199014876,0.00151381173346881,52,0.602596193105882,0.14419646561956,0.0150144707594142
"HNRNPL",0.428783397005923,0.001516199606458,52,0.56912782893757,0.36894979481021,0.0150144707594142
"LMNA",0.42877440065573,0.00151658489186764,52,0.846205263760685,0.601439529715653,0.0150144707594142
"BLOC1S1",0.428473218242942,0.00152953414734927,52,0.667043633994877,0.479133844762723,0.0150868966725648
"PPP2R5A",0.428388941011557,0.00153317525553465,52,0.677977206110967,0.152782922043219,0.015095012258536
"MRPL48",0.427883193112665,0.0015551885688865,52,0.577023621203541,0.196865144628869,0.0152836513301946
"LUC7L",0.427701137974782,0.00156318153675735,52,0.765981069277632,0.180752287286503,0.0153340665034292
"AAMP",0.427408150449885,0.00157612189721717,52,0.540933777308166,0.351632337056126,0.0153901808423288
"CLIC1",0.42720131309305,0.00158531475088459,52,0.340791377821662,0.571495765292678,0.0153901808423288
