p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,dataset_id,parent_cluster,subcluster
2.92823278086542e-08,1.27811044669427,0.434,0.159,0.00101451552925864,"1","SNRPE","GSE147082","6","1"
2.92842586287943e-08,0.82394665029557,0.687,0.337,0.00101458242445321,"1","SOD1","GSE147082","6","1"
3.02932094926705e-08,1.22710856233536,0.424,0.148,0.00104953853608306,"1","PA2G4","GSE147082","6","1"
3.13336040006829e-08,1.18566331344811,0.556,0.237,0.00108558404420766,"1","SRSF10","GSE147082","6","1"
3.47656567279542e-08,1.15538660520329,0.394,0.129,0.0012044909429967,"1","NAA38","GSE147082","6","1"
3.69226150091969e-08,0.761862120079264,0.828,0.493,0.00127922091960864,"1","ARHGDIB","GSE147082","6","1"
3.95495821961563e-08,1.78174679684797,0.222,0.046,0.00137023482476803,"1","NSL1","GSE147082","6","1"
4.01319771009457e-08,1.03687323121532,0.475,0.175,0.00139041247863937,"1","CACYBP","GSE147082","6","1"
4.40801997751229e-08,1.14809152313313,0.444,0.162,0.00152720260140891,"1","SNRPG","GSE147082","6","1"
5.02717384044051e-08,1.05878595239578,0.374,0.121,0.00174171464875902,"1","LSM4","GSE147082","6","1"
5.14772369445878e-08,0.982312404847981,0.455,0.164,0.00178348035118219,"1","WDR83OS","GSE147082","6","1"
5.15921903005838e-08,0.885679344633164,0.687,0.337,0.00178746302515403,"1","HMGN1","GSE147082","6","1"
5.17454425760498e-08,1.72930505847395,0.283,0.078,0.00179277260348982,"1","ILF2","GSE147082","6","1"
5.6779034319507e-08,1.15111851120354,0.333,0.102,0.00196716642303364,"1","HLA.DMA","GSE147082","6","1"
5.79410030623782e-08,1.88073730492974,0.253,0.062,0.00200742399209916,"1","DNPH1","GSE147082","6","1"
6.60444403647192e-08,1.1189088393409,0.414,0.146,0.00228817568087606,"1","SSRP1","GSE147082","6","1"
6.62976720070264e-08,1.20560456885714,0.404,0.143,0.00229694914435544,"1","PSMB2","GSE147082","6","1"
7.14339465720645e-08,1.85183405978194,0.222,0.049,0.00247490051293575,"1","COPS3","GSE147082","6","1"
8.58427529975268e-08,1.30316770216609,0.343,0.108,0.00297410802035231,"1","C12orf75","GSE147082","6","1"
9.20209804245443e-08,1.43145865593345,0.475,0.205,0.00318815888778876,"1","SMC1A","GSE147082","6","1"
9.32244491343926e-08,1.60121191089241,0.253,0.062,0.00322985426471017,"1","SNRPA","GSE147082","6","1"
1.02129196549112e-07,0.848109139417055,0.717,0.394,0.00353836814364055,"1","TPM4","GSE147082","6","1"
1.02909893479751e-07,0.986571094779228,0.434,0.156,0.00356541616949946,"1","NDUFB9","GSE147082","6","1"
1.2280167388787e-07,0.727999827788715,0.919,0.712,0.00425458679351913,"1","TPM3","GSE147082","6","1"
1.3203156530711e-07,1.05684208704218,0.354,0.116,0.00457436561163013,"1","POLR2G","GSE147082","6","1"
1.34019009690819e-07,1.4016742557215,0.333,0.105,0.00464322260974812,"1","NDUFAB1","GSE147082","6","1"
1.37420068137465e-07,0.961487638981616,0.525,0.218,0.00476105568069061,"1","POMP","GSE147082","6","1"
1.52695143354332e-07,1.58812230059724,0.242,0.059,0.00529027593665419,"1","MRPS18B","GSE147082","6","1"
1.54428091579756e-07,1.06284881536357,0.394,0.137,0.00535031566087222,"1","ELOC","GSE147082","6","1"
1.62739694047889e-07,1.42264445358851,0.303,0.092,0.00563827943998315,"1","SRRT","GSE147082","6","1"
1.78107164487139e-07,1.48015361363568,0.343,0.116,0.00617070082082143,"1","AL133415.1","GSE147082","6","1"
1.94887451118743e-07,1.14639106349595,0.364,0.124,0.00675207063145998,"1","ERH","GSE147082","6","1"
1.98242490569183e-07,1.15980100241425,0.374,0.132,0.00686830932825993,"1","SF3B6","GSE147082","6","1"
2.08715966869411e-07,0.920458877886219,0.404,0.143,0.0072311733881576,"1","LSM7","GSE147082","6","1"
2.13488074596845e-07,1.45236288584245,0.293,0.086,0.0073965078324823,"1","TALDO1","GSE147082","6","1"
2.23189267897469e-07,0.933910688992455,0.333,0.105,0.00773261537557571,"1","UBE2N","GSE147082","6","1"
2.29449109583473e-07,0.819778350850588,0.717,0.38,0.007949493850629,"1","SERBP1","GSE147082","6","1"
2.5323845002713e-07,0.726601622326269,0.818,0.534,0.00877369933963995,"1","PSMA7","GSE147082","6","1"
2.6811511800756e-07,0.820268300401309,0.636,0.318,0.00928911637848993,"1","COX6B1","GSE147082","6","1"
2.71110130449276e-07,1.02513040005409,0.434,0.167,0.00939288157954563,"1","HLA.DRB5","GSE147082","6","1"
3.0039760074185e-07,0.912052444598747,0.374,0.129,0.0104075752753021,"1","SNRPC","GSE147082","6","1"
3.21660181536888e-07,1.17622863756015,0.283,0.081,0.011144238649527,"1","MTHFD2","GSE147082","6","1"
3.25423050576953e-07,0.695245297306743,0.838,0.523,0.0112746070102891,"1","IFI16","GSE147082","6","1"
3.31168338542343e-07,0.885538124884872,0.606,0.283,0.011473658257138,"1","YWHAE","GSE147082","6","1"
3.59791923263457e-07,0.90923567545941,0.808,0.509,0.0124653509733857,"1","NPM1","GSE147082","6","1"
4.07066066331e-07,1.00344200005294,0.364,0.124,0.0141032109341038,"1","NDUFB3","GSE147082","6","1"
4.40832034042792e-07,1.19885233448052,0.455,0.199,0.0152730666514466,"1","SMC3","GSE147082","6","1"
5.03625288982499e-07,1.55690739771162,0.232,0.059,0.0174486017620877,"1","HINT2","GSE147082","6","1"
5.10171896680779e-07,1.15290685942415,0.495,0.229,0.0176754155324023,"1","UQCRQ","GSE147082","6","1"
5.31090193338655e-07,1.02593676305275,0.323,0.102,0.018400150838411,"1","RNASEH2B","GSE147082","6","1"
5.79730125001939e-07,1.0080204481459,0.232,0.057,0.0200853299108172,"1","TOMM22","GSE147082","6","1"
6.09289745652035e-07,1.47231249212556,0.293,0.092,0.0211094525278604,"1","DDX39A","GSE147082","6","1"
6.14009901303777e-07,1.76961039995048,0.202,0.046,0.0212729870405706,"1","ETFB","GSE147082","6","1"
6.47206580502118e-07,0.820759643670318,0.808,0.547,0.0224231191880764,"1","MYL6","GSE147082","6","1"
6.86440165691339e-07,1.34348650026318,0.343,0.121,0.0237824059805421,"1","CMC2","GSE147082","6","1"
6.96588488921156e-07,1.17527194095711,0.394,0.151,0.0241340047871624,"1","NDUFA6","GSE147082","6","1"
7.15421290657803e-07,0.851282840903352,0.495,0.213,0.0247864860361302,"1","CCT6A","GSE147082","6","1"
7.39602895371331e-07,1.93382092706374,0.263,0.078,0.0256242819130351,"1","ITGB3BP","GSE147082","6","1"
7.77452838758394e-07,0.80886964658862,0.667,0.364,0.0269356310516233,"1","HP1BP3","GSE147082","6","1"
8.23565242671979e-07,1.0971182691699,0.354,0.124,0.0285332413976134,"1","CTLA4","GSE147082","6","1"
8.54127237730483e-07,1.02083852351294,0.545,0.264,0.0295920922784103,"1","PSMA4","GSE147082","6","1"
9.14745612056507e-07,1.04325390388797,0.606,0.399,0.0316922764753097,"1","AC006064.4","GSE147082","6","1"
9.61123653311602e-07,1.0109079350156,0.404,0.151,0.0332990900926338,"1","METAP2","GSE147082","6","1"
9.6139364597392e-07,1.52591449376476,0.253,0.075,0.0333084442584124,"1","PSMC3","GSE147082","6","1"
1.04898221218639e-06,1.45508569559349,0.242,0.067,0.0363430377234096,"1","LMNB1","GSE147082","6","1"
1.11411216222222e-06,0.905588060146945,0.364,0.129,0.038599529972351,"1","CCT8","GSE147082","6","1"
1.14838796565546e-06,1.08244491668259,0.303,0.097,0.039787049458099,"1","CSNK2B","GSE147082","6","1"
1.19485624474428e-06,1.65020873832989,0.202,0.049,0.0413969894554105,"1","MXD3","GSE147082","6","1"
1.22076015299883e-06,0.78478128104362,0.697,0.394,0.0422944562607974,"1","SUB1","GSE147082","6","1"
1.25567233652175e-06,0.762938451802293,0.788,0.493,0.0435040237711325,"1","LCP1","GSE147082","6","1"
1.27084381280218e-06,0.935322812450216,0.596,0.318,0.0440296547383444,"1","PSME2","GSE147082","6","1"
1.28482123616114e-06,0.98350168123905,0.394,0.154,0.0445139165480388,"1","PSMG2","GSE147082","6","1"
1.30657963393436e-06,0.978283505635646,0.283,0.086,0.0452677579972899,"1","CCDC167","GSE147082","6","1"
1.32725392555109e-06,1.32897916066475,0.283,0.089,0.0459840395046429,"1","PRDX1","GSE147082","6","1"
1.34905949456147e-06,0.73626314671431,0.586,0.286,0.0467395152485768,"1","COX7A2","GSE147082","6","1"
1.36333179677161e-06,1.33692992560621,0.293,0.094,0.0472339934309493,"1","SLBP","GSE147082","6","1"
1.37572610884989e-06,1.1711279217343,0.303,0.1,0.0476634067672132,"1","NDUFB8","GSE147082","6","1"
1.41856393314178e-06,1.07609097383942,0.273,0.084,0.0491475660276301,"1","SIRPG","GSE147082","6","1"
1.44016920965461e-06,1.31104291297722,0.263,0.078,0.0498961024376938,"1","CCNK","GSE147082","6","1"
1.19821518642971e-52,3.83874480884971,0.849,0.081,4.15133633490436e-48,"2","TYROBP","GSE147082","6","2"
6.67701261430424e-45,4.53140258836282,0.63,0.035,2.31331779035185e-40,"2","FCER1G","GSE147082","6","2"
6.18858472302918e-40,3.26020462624807,0.836,0.141,2.14409706314069e-35,"2","GNLY","GSE147082","6","2"
2.63886221806898e-32,3.94842579027783,0.562,0.055,9.1426020407218e-28,"2","NCR1","GSE147082","6","2"
2.71471892858002e-29,3.42611028870108,0.534,0.055,9.40541519995834e-25,"2","TXK","GSE147082","6","2"
2.96862670318492e-27,5.45873542259791,0.329,0.008,1.02851040758545e-22,"2","SH2D1B","GSE147082","6","2"
6.19308378145638e-27,2.19801413268198,0.712,0.128,2.14565580692338e-22,"2","AC244502.1","GSE147082","6","2"
7.07566621313532e-27,3.4698842406934,0.548,0.073,2.45143531620286e-22,"2","KLRB1","GSE147082","6","2"
2.59035923678844e-22,3.05942505722569,0.479,0.065,8.97455861177722e-18,"2","KLRC1","GSE147082","6","2"
4.30458344411006e-22,2.27534207655377,0.562,0.091,1.49136598004637e-17,"2","TRDC","GSE147082","6","2"
8.49234882154795e-22,2.03430688608139,0.548,0.093,2.9422591727135e-17,"2","XCL2","GSE147082","6","2"
3.4292318933412e-20,2.90353059064898,0.521,0.098,1.18809168176699e-15,"2","AC092821.3","GSE147082","6","2"
4.96675538693457e-20,1.94062010978365,0.781,0.254,1.72078207135735e-15,"2","KLRD1","GSE147082","6","2"
7.10853161120703e-20,1.96760027214631,0.548,0.103,2.46282186201879e-15,"2","XCL1","GSE147082","6","2"
1.26537328635451e-17,2.67201269060863,0.425,0.065,4.38401228790384e-13,"2","KRT86","GSE147082","6","2"
2.77609868477504e-15,2.92293242965573,0.438,0.093,9.61807150327159e-11,"2","ITGAX","GSE147082","6","2"
5.7750489615758e-15,2.81946844291994,0.329,0.045,2.00082346322755e-10,"2","ATP8B4","GSE147082","6","2"
5.98461803148347e-15,3.97526747320468,0.247,0.02,2.07343076318776e-10,"2","NCAM1","GSE147082","6","2"
2.02949432154648e-13,2.40271458209021,0.397,0.083,7.03138602642995e-09,"2","HOPX","GSE147082","6","2"
4.87697763440613e-13,3.0580817049196,0.274,0.035,1.68967767121635e-08,"2","LINC00299","GSE147082","6","2"
8.04126092181304e-13,2.67094169241077,0.342,0.063,2.78597525897135e-08,"2","CLNK","GSE147082","6","2"
3.66737834663163e-12,3.27185181087557,0.26,0.035,1.27059990197399e-07,"2","KIR2DL4","GSE147082","6","2"
4.48717417493458e-12,2.56363048492345,0.329,0.06,1.55462636464784e-07,"2","PLCG2","GSE147082","6","2"
5.90456090467318e-12,2.14421413297124,0.425,0.108,2.04569417103307e-07,"2","IL2RB","GSE147082","6","2"
1.64458600754525e-11,2.17924557291195,0.37,0.083,5.69783268174127e-07,"2","ZNF683","GSE147082","6","2"
1.71209715391962e-11,2.60140184640774,0.329,0.068,5.93173179946991e-07,"2","LAT2","GSE147082","6","2"
5.58523104061776e-10,2.28775294870211,0.288,0.055,1.93505914633243e-05,"2","PTGDR","GSE147082","6","2"
5.97313770947612e-09,2.4092770713927,0.274,0.06,0.00020694532908251,"2","RIN3","GSE147082","6","2"
1.3606408599754e-08,2.00202367717418,0.315,0.081,0.000471407632347078,"2","SRGAP3","GSE147082","6","2"
2.34103318006328e-08,2.8286988289869,0.205,0.035,0.000811074355564723,"2","MATK","GSE147082","6","2"
5.70870779241392e-08,1.42074286943725,0.493,0.191,0.00197783890175973,"2","AC136475.1","GSE147082","6","2"
8.81692240850469e-08,0.926461300674818,0.808,0.499,0.00305471093765053,"2","IFITM2","GSE147082","6","2"
1.20944632676775e-07,1.69851301353293,0.342,0.108,0.00419024774371955,"2","TNFRSF18","GSE147082","6","2"
1.28204460333702e-07,1.55984148530416,0.397,0.139,0.00444177173272143,"2","CD7","GSE147082","6","2"
1.77468650786792e-07,0.679627408844769,0.959,0.824,0.0061485788751592,"2","MT.ND3","GSE147082","6","2"
6.20541855256145e-07,1.30581893976813,0.493,0.209,0.0214992931172044,"2","IFITM3","GSE147082","6","2"
6.66952207381274e-07,1.23880607327021,0.562,0.267,0.0231072261769316,"2","AOAH","GSE147082","6","2"
