"source_group","target_group","ligand","receptor","score","ligand_avg","receptor_avg","ligand_pct","receptor_pct"
"CNV_Subclone_05","Myeloid_Macro-C3/CX3CR1","MIF","CD74",13.0538359600894,2.59194329842544,5.49415889180462,0.916666666666667,1
"CNV_Subclone_05","B_Classical-Bm_TXNIP","MIF","CD74",13.0078868063516,2.59194329842544,5.47481959932758,0.916666666666667,1
"CNV_Subclone_01","Myeloid_cDC2-like","MIF","CD74",12.8635594453966,2.54125547300835,6.10518209895897,0.829113924050633,1
"CNV_Subclone_04","Myeloid_Macro-Inflammatory_M1","MIF","CD74",12.6733783129899,2.66794014087478,4.8515377434137,0.99000999000999,0.989002356637863
"CNV_Subclone_02","Myeloid_Interferon-Responsive Myeloid","MIF","CD74",12.6349266794247,2.56651718010494,4.96938491407055,0.990662931839402,1
"CNV_Subclone_01","Myeloid_cDC2","MIF","CD74",12.6265227255484,2.54125547300835,5.99268195116116,0.829113924050633,1
"CNV_Subclone_04","Myeloid_Macro-Inflammatory_TNF","MIF","CD74",12.4559784487509,2.66794014087478,4.75777215488316,0.99000999000999,0.99119373776908
"CNV_Subclone_03","B cells","MIF","CD74",12.4406978564807,3.0661623920733,4.19720501053463,0.969637610186092,0.996965098634294
"CNV_Subclone_01","Myeloid_mDC_LAMP3","MIF","CD74",12.3209918146411,2.54125547300835,5.84767373194563,0.829113924050633,1
"CNV_Subclone_03","Myeloid_Macro-THBS1","MIF","CD74",12.2440097648655,3.0661623920733,4.12854209076435,0.969637610186092,0.997521685254027
"CNV_Subclone_05","B_Bm_stress-response","MIF","CD74",12.2324337105236,2.59194329842544,5.14844331157228,0.916666666666667,1
"CNV_Subclone_02","Myeloid_Macro-Inflammatory_M1","MIF","CD74",12.1996347873137,2.56651718010494,4.8515377434137,0.990662931839402,0.989002356637863
"CNV_Subclone_02","Myeloid_Macro-Inflammatory_TNF","MIF","CD74",11.9903615469016,2.56651718010494,4.75777215488316,0.990662931839402,0.99119373776908
"CNV_Subclone_03","Myeloid_Macro-MCEMP1","MIF","CD74",11.8197594315958,3.0661623920733,3.98874764544222,0.969637610186092,0.996706915477497
"CNV_Subclone_01","DC","MIF","CD74",11.8112942710126,2.54125547300835,5.60576585781069,0.829113924050633,1
"CNV_Subclone_05","Myeloid_Interferon-Responsive Myeloid","MIF","CD74",11.8070002648782,2.59194329842544,4.96938491407055,0.916666666666667,1
"CNV_Subclone_01","B_Bn_TCL1A","MIF","CD74",11.6009229021321,2.54125547300835,5.52929115422946,0.829113924050633,0.995773457311919
"CNV_Subclone_03","Myeloid_Proliferating Myeloid","MIF","CD74",11.5952822435308,3.0661623920733,3.93986072916007,0.969637610186092,0.989910313901345
"CNV_Subclone_01","Myeloid_Macro-C3/CX3CR1","MIF","CD74",11.5761394765332,2.54125547300835,5.49415889180462,0.829113924050633,1
"CNV_Subclone_01","B_Classical-Bm_TXNIP","MIF","CD74",11.5353917749286,2.54125547300835,5.47481959932758,0.829113924050633,1
"CNV_Subclone_05","Myeloid_Macro-Inflammatory_M1","MIF","CD74",11.4002316610031,2.59194329842544,4.8515377434137,0.916666666666667,0.989002356637863
"CNV_Subclone_03","Myeloid_Macro-M2-like","MIF","CD74",11.389080891026,3.0661623920733,4.21557674664056,0.969637610186092,0.908713692946058
"CNV_Subclone_05","Myeloid_Macro-Inflammatory_TNF","MIF","CD74",11.2046714280338,2.59194329842544,4.75777215488316,0.916666666666667,0.99119373776908
"CNV_Subclone_04","B cells","MIF","CD74",11.0523796854334,2.66794014087478,4.19720501053463,0.99000999000999,0.996965098634294
"CNV_Subclone_03","Monocytes","MIF","CD74",10.9786290883628,3.0661623920733,3.71964957214985,0.969637610186092,0.992753623188406
"CNV_Subclone_04","Myeloid_Macro-THBS1","MIF","CD74",10.8776409775882,2.66794014087478,4.12854209076435,0.99000999000999,0.997521685254027
"CNV_Subclone_01","B_Bm_stress-response","MIF","CD74",10.8477201033786,2.54125547300835,5.14844331157228,0.829113924050633,1
"CNV_Subclone_03","Myeloid_Macro-TIMD4","MIF","CD74",10.7556678967238,3.0661623920733,3.67237750421358,0.969637610186092,0.985111662531017
"CNV_Subclone_03","Myeloid_Monocyte-like","MIF","CD74",10.7456216846686,3.0661623920733,3.69242344782605,0.969637610186092,0.978848413631022
"CNV_Subclone_02","B cells","MIF","CD74",10.6392307057393,2.56651718010494,4.19720501053463,0.990662931839402,0.996965098634294
"CNV_Subclone_04","Myeloid_Macro-MCEMP1","MIF","CD74",10.5007348088939,2.66794014087478,3.98874764544222,0.99000999000999,0.996706915477497
"CNV_Subclone_02","Myeloid_Macro-THBS1","MIF","CD74",10.4710239051316,2.56651718010494,4.12854209076435,0.990662931839402,0.997521685254027
"CNV_Subclone_01","Myeloid_Interferon-Responsive Myeloid","MIF","CD74",10.470445797203,2.54125547300835,4.96938491407055,0.829113924050633,1
"CNV_Subclone_04","Myeloid_Proliferating Myeloid","MIF","CD74",10.3013081254527,2.66794014087478,3.93986072916007,0.99000999000999,0.989910313901345
"CNV_Subclone_04","Myeloid_Macro-M2-like","MIF","CD74",10.118117787915,2.66794014087478,4.21557674664056,0.99000999000999,0.908713692946058
